alias_name,price,commented,screen_size,cost_efficient,performance,endurance,appearance,camera_performance,days,ba_cap,ram,rom
ART-AL00m,1399,34,6.59,6,7,6,7,6,447,4000,4,128
ART-AL00x,1399,34,6.59,8,9,8,7,6,409,4000,6,64
ART-TL00x,1399,34,6.59,6,7,6,7,6,447,4000,4,128
ASK-AL00x,1499,6,6.39,6,6,7,7,7,440,4000,6,64
ASK-AL20,999,6,6.39,6,6,7,7,7,440,4000,4,64
ASK-TL00x,999,6,6.39,6,6,7,7,7,440,4000,4,64
ASTER P,35800,0,4.97,0,0,0,0,0,791,3200,6,128
ASUS ZenFone 7,5600,0,6.67,0,0,0,0,0,334,5000,8,128
ASUS ZenFone 7Pro,6600,0,6.67,0,0,0,0,0,334,5000,8,256
ASUS_1001DA,3999,36,6.59,8,10,9,8,6,496,6000,8,128
ASUS_I001DB,7999,36,6.59,8,10,9,8,6,426,6000,12,0
ASUS_I003DD,4299,2,6.59,9,10,10,7,8,152,6000,12,128
ASUS_X002,899,62,5.0,5,5,5,6,5,2191,2500,2,16
ASUS_X003,999,62,5.0,5,5,5,6,5,2191,2500,2,16
ASUS_X005,1530,17,5.5,6,2,8,7,6,1764,5000,3,16
ASUS_X008,1125,19,5.2,6,2,8,7,7,1643,4100,2,16
ASUS_X00GD,999,23,5.2,7,4,9,8,8,1429,5000,3,32
ASUS_X00ID,0,0,5.5,0,0,0,0,0,1429,0,3,32
ASUS_X00QD,0,0,,0,0,0,0,0,1064,0,0,0
ASUS_X018DC,1249,0,5.7,0,0,0,0,0,1429,4130,4,32
ASUS_Z01GD,0,1,5.5,0,0,0,0,0,1429,3600,6,128
ASUS_Z01GS,0,1,5.5,0,0,0,0,0,1429,3600,6,128
ASUS_Z01HDA,2999,21,5.5,6,4,9,8,9,1343,5000,4,128
ASUS_Z01MDA,0,1,5.5,0,0,0,0,0,1429,3000,4,64
ASUS_i001DB(ZS660KL),5999,36,6.59,8,10,9,8,6,496,6000,12,512
ATH-AL00,1015,193,5.2,7,2,7,8,8,1948,3090,2,16
ATH-CL00,1015,193,5.2,7,2,7,8,8,1948,3090,2,16
ATH-TL00,1015,193,5.2,7,2,7,8,8,1948,3090,2,16
ATH-TL00H,1015,193,5.2,7,2,7,8,8,1948,3090,2,16
ATH-UL00,1015,193,5.2,7,2,7,8,8,1948,3090,2,16
ATMAN S1,79,1,2.4,0,0,0,0,0,1186,4000,0,0
ATMAN S1C,138,0,2.4,0,0,0,0,0,1186,4000,0,0
ATMAN S8C,158,0,2.4,0,0,0,0,0,1005,5200,0,0
ATMAN V6,288,0,1.5,0,0,0,0,0,1064,800,0,0
ATMAN X20(X9S),678,0,5.7,0,0,0,0,0,974,2800,0,0
ATMAN-X5,799,0,5.0,0,0,0,0,0,1429,4000,2,16
ATMAN_X5,799,0,5.0,0,0,0,0,0,1429,4000,2,16
ATU-AL10,768,5,5.45,5,4,5,7,4,913,3020,2,32
ATU-TL10,768,5,5.45,5,4,5,7,4,913,3020,2,32
AUM-AL00,696,23,5.7,7,6,7,7,7,972,3000,2,32
AUM-AL20,769,23,5.7,7,6,7,7,7,972,3000,3,32
AUM-TL00,696,23,5.7,7,6,7,7,7,972,3000,2,32
AUM-TL20,696,23,5.7,7,6,7,7,7,972,3000,2,32
AW-A55,3698,31,6.44,8,9,8,9,9,255,4350,8,128
AWM-A0,2999,6,6.67,6,8,6,4,6,269,4720,8,128
AXON天机7标配版,1159,139,5.5,7,8,7,8,8,1674,3250,4,64
Alcatel 1x,0,0,,0,0,0,0,0,1064,0,0,0
Android,0,2,5.0,0,0,0,0,0,1064,2700,3,32
Angelcare-F5,499,3,5.5,8,8,6,8,8,1245,3000,3,32
Apex3,0,0,6.45,0,0,0,0,0,303,2000,12,256
Apple iPhone 11,0,3,6.5,0,0,0,0,0,699,0,4,64
Apple iPhone 11 Plus,0,3,6.5,0,0,0,0,0,699,0,4,64
Aquos R Compact,0,2,5.3,6,9,5,6,8,1429,3160,4,64
Aristo2,0,0,5.0,0,0,0,0,0,1064,2410,2,16
Axo,1159,139,5.5,7,8,7,8,8,1674,3250,4,64
Axon M尊享版,3555,23,5.2,5,5,5,5,6,1045,3180,6,128
Axon11,2998,20,6.47,0,0,0,0,0,274,4000,8,256
B99B,5999,0,6.0,0,0,0,0,0,852,3980,6,64
BA601,279,12,5.0,6,5,8,6,4,1582,4000,1,8
BAC-AL00,1129,137,6.0,8,6,7,8,8,1084,3340,4,64
BAC-TL00,1129,137,6.0,8,6,7,8,8,1084,3340,4,64
BAH-AL00,788,115,6.21,8,7,8,8,7,734,3400,4,64
BAH-W09,788,115,6.21,8,7,8,8,7,734,3400,4,64
BAH2-AL10,788,115,6.21,8,7,8,8,7,734,3400,4,64
BAH2-W09,788,115,6.21,8,7,8,8,7,734,3400,4,64
BBB-100-2,2299,29,4.5,4,4,7,6,6,1064,3505,4,64
BBB100-4,2299,29,4.5,4,4,7,6,6,1064,3505,4,64
BBF100,0,1,,0,0,0,0,0,1064,0,6,0
BBF100-4,3499,9,,6,6,7,8,6,913,0,6,0
BDS-5G,2598,34,6.57,9,9,9,9,9,215,4500,6,128
BE2012,1580,0,6.52,0,0,0,0,0,334,5000,4,64
BE2013,1580,0,6.52,0,0,0,0,0,334,5000,4,64
BE2029,2770,0,6.49,0,0,0,0,0,334,4300,6,128
BEE,0,3,3.2,0,0,0,0,0,3986,1300,0,0
BGO-DL09,1198,153,6.5,8,8,8,9,8,821,3750,4,64
BIHEE A15,0,0,2.4,0,0,0,0,0,518,1750,0,0
BIHEE A16,269,0,2.4,0,0,0,0,0,821,1750,0,4
BIHEE A18,199,0,5.0,0,0,0,0,0,426,2000,1,16
BIHEE A7,299,1,2.8,8,3,8,6,3,1948,1800,0,4
BIHEE C20A,149,0,2.4,0,0,0,0,0,2160,3800,0,0
BIHEE C22,148,0,2.4,0,0,0,0,0,821,3800,0,0
BIHEE C30A,209,0,2.4,0,0,0,0,0,1887,1200,0,0
BIHEE C3310,138,1,2.4,0,0,0,0,0,1125,1800,0,0
BIHEE I100,139,0,2.0,0,0,0,0,0,2525,1400,0,0
BKK-AL00,899,52,6.26,6,6,7,6,5,776,4000,4,32
BKK-AL10,899,52,6.26,6,6,7,6,5,776,4000,4,32
BKK-TL00,899,52,6.26,6,6,7,6,5,776,4000,4,32
BKL,1713,216,5.99,9,7,8,9,8,1125,3750,6,64
BKL-AL00,1713,216,5.99,9,7,8,9,8,1125,3750,6,64
BKL-AL10,1713,216,5.99,9,7,8,9,8,1125,3750,6,64
BKL-AL20,1713,216,5.99,9,7,8,9,8,1125,3750,6,64
BKL-TL10,1713,216,5.99,9,7,8,9,8,1125,3750,6,64
BLA-AL00,11999,19,6.76,9,9,9,9,9,31,4400,8,64
BLA-TL00,6999,19,6.76,9,9,8,9,8,31,4400,8,256
BLN-AL10,738,297,5.5,8,9,8,8,8,1497,3340,3,32
BLN-AL20,738,297,5.5,8,9,8,8,8,1497,3340,3,32
BLN-AL30,738,297,5.5,8,9,8,8,8,1497,3340,3,32
BLN-AL40,738,297,5.5,8,9,8,8,8,1497,3340,3,32
BLN-TL00,738,297,5.5,8,9,8,8,8,1497,3340,3,32
BLN-TL10,738,297,5.5,8,9,8,8,8,1497,3340,3,32
BMH-AN10,4099,21,6.57,9,9,9,9,9,223,4000,8,256
BMH-AN20,4099,15,6.57,9,10,8,9,9,223,4000,8,128
BMH-TN10,4099,15,6.57,9,10,8,9,9,223,4000,8,128
BMH-TN20,4099,15,6.57,9,10,8,9,9,223,4000,8,128
BND-AL00,849,172,5.93,9,4,7,8,8,1140,3340,4,32
BND-AL10,849,172,5.93,9,4,7,8,8,1140,3340,4,32
BND-TL10,849,172,5.93,9,4,7,8,8,1140,3340,4,32
BOWAY A7,699,5,5.5,7,7,8,7,6,1826,2700,1,8
BOWAY L2,699,4,5.5,8,8,8,8,8,1613,2300,2,16
BOWAY L3,359,0,5.0,0,0,0,0,0,1429,1800,1,16
BOWAY L6,699,10,5.0,7,7,7,7,7,1551,1850,1,16
BOWAY U11,999,6,5.5,8,8,8,8,7,1917,4000,2,16
BOWAY U12,999,7,5.0,7,7,7,7,7,1643,5000,3,32
BOWAY X7,899,8,5.5,7,7,7,7,7,1490,2700,3,32
BOWAY_U10,1199,12,5.0,8,2,9,8,8,1795,4000,2,16
BOWAY_V95,999,25,5.0,6,6,6,7,7,1979,2000,2,16
BOWAY_X6,899,11,5.0,7,7,7,7,7,1551,2000,2,16
BROR T60,299,1,5.0,6,5,5,6,5,1704,2000,1,8
BROR W80,699,0,5.0,0,0,0,0,0,1856,2300,1,8
BV0800,999,16,5.2,6,3,6,7,7,1365,2730,4,64
Bird F5,599,2,5.0,7,7,6,6,6,1795,3500,1,8
Bird L902,540,4,5.5,6,4,4,5,3,1613,2700,2,16
BlackBerry Hamburg,0,2,5.2,0,0,0,0,0,0,0,3,16
BlackBerry Mercury,0,0,,0,0,0,0,0,1064,0,0,0
BlackBerry Rome,0,1,,0,0,0,0,0,0,0,0,0
Blade A1,499,86,5.0,8,2,8,7,7,1826,2800,2,16
Blade A6,0,0,,0,0,0,0,0,1429,0,0,0
Blade A610 Plus,0,0,5.5,0,0,0,0,0,1429,5000,2,16
Blade Max 3,0,0,6.0,0,0,0,0,0,1429,4000,2,16
Blade X2 Max,0,0,6.0,0,0,0,0,0,1064,0,2,32
Bravo,0,7,3.7,0,0,0,0,0,3986,0,0,0
C01,299,0,5.0,0,0,0,0,0,1309,2000,1,8
C1,98,0,2.2,0,0,0,0,0,1429,1200,0,0
C100,599,49,2.6,5,4,8,7,5,2890,2000,0,0
C103,400,17,,0,0,0,0,0,3621,0,0,0
C105,819,73,5.5,8,9,8,8,8,1446,4070,6,64
C105-6,819,73,5.5,8,9,8,8,8,1446,4070,6,64
C106,758,191,5.5,8,5,8,7,8,1582,4060,3,32
C106-8,758,191,5.5,8,5,8,7,8,1582,4060,3,32
C107-9,675,31,5.5,7,5,6,6,6,1460,4060,3,32
C108,260,2,1.2,0,0,0,0,0,4717,1000,0,0
C119,239,2,,0,0,0,0,0,5235,0,0,0
C1330,669,1,5.0,0,0,0,0,0,0,0,1,16
C2 Plus,0,1,,0,0,0,0,0,1064,0,0,0
C200,518,0,,0,0,0,0,0,0,0,0,0
C311,1799,0,6.2,0,0,0,0,0,668,4000,4,64
C313,0,0,,0,0,0,0,0,0,0,0,0
C5010,1398,137,5.2,8,4,8,9,8,1370,2600,4,64
C600,899,35,3.5,4,1,1,4,1,3256,1450,0,0
C603,1299,0,5.0,0,0,0,0,0,1278,3000,3,32
C6602,1450,495,5.0,6,6,5,7,6,2890,2330,2,16
C687,1599,0,5.0,0,0,0,0,0,1186,3000,3,32
C7100ZKDCHC,1192,22,5.5,5,4,5,6,6,1186,3000,3,32
C7100ZKGCHC,1366,22,5.5,5,4,5,6,6,1186,3000,4,64
C880,429,18,5.0,6,2,6,6,6,1856,2800,2,8
C8817D,1109,3,6.3,8,5,8,7,5,237,5000,4,64
C9 Pro,1666,576,6.0,9,4,9,7,6,1490,4000,6,32
C900,699,25,5.0,3,3,3,3,3,2678,2000,1,4
CAM-AL00,438,80,5.5,7,4,7,6,6,1643,3100,2,16
CAM-CL00,438,80,5.5,7,4,7,6,6,1643,3100,2,16
CAM-TL00,438,80,5.5,7,4,7,6,6,1643,3100,2,16
CAM-TL00H,438,80,5.5,7,4,7,6,6,1643,3100,2,16
CAM-UL00,438,80,5.5,7,4,7,6,6,1643,3100,2,16
CDY-AN00,3699,27,6.57,8,10,8,9,9,216,4000,8,128
CDY-AN20,3699,27,6.57,8,10,8,9,9,216,4000,8,128
CDY-AN90,2399,18,6.5,9,9,7,8,8,237,4000,8,128
CDY-AN95,2399,18,6.5,9,9,7,8,8,237,4000,8,128
CDY-TN00,3699,27,6.57,8,10,8,9,9,216,4000,8,128
CDY-TN20,3699,27,6.57,8,10,8,9,9,216,4000,8,128
CDY-TN90,2399,18,6.5,9,9,7,8,8,237,4000,8,128
CDY-TN95,2399,18,6.5,9,9,7,8,8,237,4000,8,128
CELL,4998,19,6.56,9,9,9,10,9,90,4000,8,256
CHE-TL00,799,859,5.5,6,6,6,6,6,2252,3000,2,8
CHE-TL00H,799,859,5.5,6,6,6,6,6,2252,3000,2,8
CHM-CL00,780,406,5.0,6,6,5,6,6,1917,2550,2,16
CHM-TL00,780,406,5.0,6,6,5,6,6,1917,2550,2,16
CHM-TL00H,780,406,5.0,6,6,5,6,6,1917,2550,2,16
CHM-UL00,780,406,5.0,6,6,5,6,6,1917,2550,2,16
CLT-AL00,2525,152,6.1,8,8,8,8,9,963,4000,6,64
CLT-AL00l,2525,152,6.1,8,8,8,8,9,963,4000,6,64
CLT-AL01,5288,152,6.1,8,8,8,8,9,963,4000,8,64
CLT-TL00,2525,152,6.1,8,8,8,8,9,963,4000,6,64
CLT-TL01,2525,152,6.1,8,8,8,8,9,963,4000,6,64
CMCC M762,899,0,6.19,0,0,0,0,0,730,3400,4,64
CMCC M970,4988,1,6.47,6,8,6,5,8,699,4000,6,128
CND-AN00,2529,18,6.5,9,9,8,8,8,216,4000,8,128
COL,1488,219,5.84,9,8,8,9,8,948,3400,6,64
COL-AL00,2199,17,6.63,9,8,9,9,8,188,4300,6,128
COL-AL10,2199,219,6.63,9,8,9,9,8,188,4300,6,64
COL-TL00,2199,17,6.63,9,8,9,9,8,188,4300,6,128
COL-TL10,2199,17,6.63,9,8,9,9,8,188,4300,6,128
COMIO A10,809,0,5.5,0,0,0,0,0,883,2500,2,32
COMIO A8,899,0,5.0,0,0,0,0,0,1217,2500,2,32
COMIO M5000,999,0,5.0,0,0,0,0,0,1095,5000,2,64
COMIO M7000,1349,2,5.5,6,4,10,4,6,1217,7000,3,32
COMIO M7000+,1349,2,5.5,6,4,10,4,6,1217,7000,3,32
COMIO T11,799,0,5.0,0,0,0,0,0,1064,2000,2,16
COMIO T9,799,1,5.0,8,8,8,8,8,1429,2000,2,16
COMIO X11,1349,0,5.7,0,0,0,0,0,883,3050,3,32
COMIO X9,2249,3,5.7,3,3,4,8,3,1217,3000,4,64
COMIO i2,1799,1,5.2,8,8,6,8,8,1429,2700,3,32
CONSTELLATION X,39800,7,5.5,0,0,0,0,0,974,3200,4,128
COR-AL00,1658,22,6.3,9,9,8,9,8,903,4000,6,64
COR-AL10,1658,22,6.3,9,9,8,9,8,0,4000,6,128
COR-TL10,1658,22,6.3,9,9,8,9,8,0,4000,6,128
CPH1861,3599,24,6.44,9,9,8,8,8,256,4200,8,128
CPH1919,2250,306,6.4,9,9,9,9,10,600,3765,8,256
CPH1921,2199,306,6.4,9,9,9,9,10,600,3765,6,256
CPH1925,0,0,5.7,0,0,0,0,0,974,3180,3,32
CPH1969,0,1,6.4,0,0,0,0,0,699,4000,6,128
CPN-AL00,788,115,6.21,8,7,8,8,7,734,3400,4,64
CPN-W09,788,115,6.21,8,7,8,8,7,734,3400,4,64
CRUISE,0,0,2.8,0,0,0,0,0,4351,1100,0,0
CUN-AL00,698,435,5.5,7,8,7,8,7,1826,3000,3,16
CUN-TL00,698,435,5.5,7,8,7,8,7,1826,3000,3,16
CX,0,68,4.3,7,7,7,7,7,3256,1520,1,8
Capture+,0,0,6.35,0,0,0,0,0,699,5000,4,128
Champion,450,1,2.2,0,0,0,0,0,0,0,0,0
Che1-CL10,799,859,5.5,6,6,6,6,6,2252,3000,2,8
Che1-CL20,799,859,5.5,6,6,6,6,6,2252,3000,2,8
Che2-TL00,799,859,5.5,6,6,6,6,6,2252,3000,2,8
Che2-TL00H,799,859,5.5,6,6,6,6,6,2252,3000,2,8
Che2-TL00M,799,859,5.5,6,6,6,6,6,2252,3000,2,8
Che2-UL00,799,859,5.5,6,6,6,6,6,2252,3000,2,8
China mobile N2,1039,37,5.5,6,4,7,6,6,1613,4000,3,32
Coolpad,1588,0,6.517,0,0,0,0,0,334,4600,6,128
Coolpad  M3,599,21,5.85,0,0,0,0,0,852,2800,4,64
Coolpad  V18,189,1,2.4,0,0,0,0,0,852,1200,0,0
Coolpad  锋尚N3,388,0,5.45,0,0,0,0,0,974,2150,3,32
Coolpad  锋尚N3C,338,0,5.45,0,0,0,0,0,883,2000,2,16
Coolpad  锋尚N3D,299,0,5.5,0,0,0,0,0,1064,2350,3,32
Coolpad  锋尚N3M,338,0,5.0,0,0,0,0,0,760,1800,2,8
Coolpad 5267,199,20,5.0,7,6,7,6,6,1429,2000,1,8
Coolpad 5270,399,10,5.0,5,5,4,5,4,1764,2000,1,8
Coolpad 5367,269,0,5.0,0,0,0,0,0,1643,2300,1,8
Coolpad 5370,359,3,5.0,2,2,2,2,2,1452,2500,2,16
Coolpad 5380CA,369,4,5.5,5,3,5,6,4,1429,0,3,16
Coolpad 7296S,560,29,5.5,6,8,6,6,5,2435,2500,1,4
Coolpad 7722,199,6,5.0,5,5,4,6,7,2040,2000,1,8
Coolpad 8297,549,1559,5.0,7,6,6,6,6,2525,2500,1,8
Coolpad 8675-A,650,1258,5.5,6,6,4,6,6,2191,2500,2,16
Coolpad 8675-FHD,550,1258,5.5,6,6,4,6,6,2191,2500,2,16
Coolpad 8675-HD,512,1258,5.5,6,6,4,6,6,2191,2500,2,16
Coolpad 8712,188,19,5.0,3,3,4,4,3,2040,2000,0,4
Coolpad 8718,268,5,5.0,7,6,7,6,5,2040,2000,1,8
Coolpad 8722,249,30,5.0,6,6,6,7,6,1764,2000,2,8
Coolpad 8722V,199,30,5.0,6,6,6,7,6,1764,2000,1,8
Coolpad 8737,399,1,5.0,5,5,2,6,2,1795,2500,2,16
Coolpad 8737A,399,1,5.0,5,5,2,6,2,1795,2500,2,16
Coolpad 8739,369,4,5.5,5,3,5,6,4,1429,0,3,16
Coolpad 9190L,629,386,5.95,6,6,6,7,6,2494,2800,2,16
Coolpad A8-831,548,260,5.5,7,2,8,8,8,1856,2800,3,16
Coolpad A8-930,549,260,5.5,7,2,8,8,8,1856,2800,3,16
Coolpad A9S-9,2199,159,6.3,7,8,7,8,8,750,3800,6,128
Coolpad B770,239,10,5.5,6,2,8,7,7,1735,2500,1,8
Coolpad B770S,500,4,5.5,4,4,4,5,4,1613,0,0,16
Coolpad C558,398,0,3.5,0,0,0,0,0,821,1800,1,8
Coolpad C558S,328,0,3.5,0,0,0,0,0,791,1800,1,8
Coolpad MTS-T0,189,7,5.0,3,3,2,4,3,1328,1950,1,16
Coolpad Mega 5A,0,0,5.45,0,0,0,0,0,1064,2500,2,16
Coolpad Note3 Lite,0,2,5.0,6,6,6,6,6,0,2500,3,16
Coolpad S158,149,0,2.4,0,0,0,0,0,760,1950,0,0
Coolpad S628,69,1,2.0,0,0,0,0,0,883,800,0,0
Coolpad T2-00,550,177,5.5,5,6,5,6,6,2040,2500,2,16
Coolpad V1-C,518,71,5.98,5,6,6,6,6,2313,3000,3,32
Coolpad Y71-511,368,46,5.0,8,2,8,8,7,1887,1800,1,16
Coolpad Y71-711,458,46,5.0,8,2,8,8,7,1826,1800,1,16
Coolpad Y72-921,599,46,5.0,7,2,8,8,7,1764,2000,3,16
Coolpad Y75,420,253,5.5,5,5,5,6,5,2191,2500,1,8
Coolpad Y803-8,349,36,5.5,7,7,7,7,7,1704,2500,3,16
Coolpad Y803-9,399,36,5.5,7,7,7,7,7,1704,2500,3,16
Coolpad Y80D,399,253,5.5,5,5,5,6,5,2160,2500,1,8
Coolpad Y82-820,509,53,5.5,6,6,6,7,6,1917,2500,2,8
Coolpad Y891,539,2,5.5,3,3,3,4,3,1735,2500,3,16
Coolpad Y90,500,177,5.5,5,6,5,6,6,2009,2500,2,8
Coolpad Y91-921,509,81,5.5,8,2,8,8,8,1735,2500,4,32
D1,599,6,6.2,0,0,0,0,0,609,0,3,32
D1688,0,1,2.4,0,0,0,0,0,0,1000,0,0
D3,1298,46,4.0,5,5,3,5,6,3256,1500,0,4
D6683,1899,871,5.2,6,7,7,8,7,2494,3100,3,16
D7,650,16,4.0,0,0,0,0,0,3074,1300,0,4
D8,1968,60,5.0,4,4,3,4,5,2890,1900,1,4
D86,0,0,,0,0,0,0,0,0,0,0,0
D888,1950,3,2.3,0,0,0,0,0,4626,1200,0,0
D9,699,0,6.41,0,0,0,0,0,456,4000,6,64
DATA E601,0,1,5.5,8,8,8,8,8,1429,3970,3,32
DAV-703L,2680,105,6.8,6,6,7,7,6,2070,4360,3,32
DAV-713L,2680,105,6.8,6,6,7,7,6,2070,4360,3,32
DE106,1948,113,6.17,6,6,6,6,6,944,3600,8,128
DIG,669,63,5.0,6,3,6,8,6,1437,3020,3,32
DIG-AL00,669,63,5.0,6,3,6,8,6,1437,3020,3,32
DIG-TL10,669,63,5.0,6,3,6,8,6,1437,3020,3,32
DLI-AL10,688,74,5.0,7,3,7,7,7,1285,3020,3,32
DLI-TL20,688,74,5.0,7,3,7,7,7,1285,3020,3,32
DLT-A0,5299,33,7.1,9,9,10,7,10,248,5000,8,256
DLT-H0,5299,33,7.1,9,9,10,7,10,248,5000,8,256
DNN-LX9,0,0,6.67,0,0,0,0,0,29,5000,4,128
DOOV,369,1,5.5,0,0,0,0,0,699,2450,2,16
DOOV A10,799,7,5.5,4,4,5,7,4,1429,2750,3,32
DOOV A11,1299,2,5.5,6,6,5,6,6,1370,3000,3,32
DOOV A12,549,1,5.5,8,3,3,3,5,1278,3000,3,32
DOOV A15,799,1,5.2,5,5,5,6,5,1186,2600,3,32
DOOV A5,1199,6,5.5,6,2,6,6,7,1582,3300,3,32
DOOV A55,539,0,5.85,0,0,0,0,0,913,2800,4,64
DOOV A6,950,44,5.2,6,2,6,8,6,1704,2260,3,32
DOOV A8,1299,21,5.5,5,2,5,7,5,1582,3000,4,64
DOOV D1,799,6,6.2,0,0,0,0,0,609,0,6,64
DOOV F9,0,0,2.8,0,0,0,0,0,0,2200,0,0
DOOV L5,1139,74,5.2,8,2,8,9,8,1887,2500,2,16
DOOV L5Pro,1139,74,5.2,8,2,8,9,8,1887,2500,2,16
DOOV L8 Plus,899,66,5.5,6,4,5,7,6,1643,2650,3,32
DOOV L9,2199,24,5.2,4,4,5,5,5,1490,2600,4,64
DOOV L9 mini,1129,16,5.0,4,2,4,6,5,1460,2500,3,32
DOOV M1t,620,23,5.5,4,5,5,6,4,1704,2600,1,16
DOOV M2,799,2,5.0,2,4,2,6,4,1490,0,3,32
DOOV T21,799,27,4.7,4,5,4,6,5,2040,2040,1,8
DOOV V11,199,2,5.0,5,3,6,6,4,1370,2000,1,8
DOOV V3,369,2,5.0,5,2,0,5,2,1490,0,2,16
DOOV V31,0,0,,0,0,0,0,0,0,2000,0,0
DOOV V33,469,1,5.5,0,0,0,0,0,699,2450,3,32
DOOV V6,399,0,5.0,0,0,0,0,0,1795,0,1,16
DOOV_L6,950,38,5.5,3,4,4,6,4,1826,2600,2,16
DRA-AL00,768,5,5.45,5,4,5,7,4,913,3020,2,32
DRA-TL00,768,5,5.45,5,4,5,7,4,913,3020,2,32
DT120,0,0,5.0,0,0,0,0,0,1005,4800,2,16
DT1901A,3399,11,6.39,7,7,6,7,6,396,4000,12,256
DT1902A,3399,11,6.39,7,7,6,7,6,396,4000,12,256
DT2002C,4499,16,6.67,8,10,8,9,9,60,4510,8,128
DTEK60,4199,4,5.5,6,7,5,7,7,1551,3000,4,32
DUA-AL00,688,8,5.45,6,5,6,6,6,923,3020,2,16
DUA-TL00,688,8,5.45,6,5,6,6,6,923,3020,2,16
DUB-AL00,1149,24,6.5,8,7,8,8,7,730,4000,4,64
DUB-AL00a,1136,144,6.5,8,7,8,8,7,772,4000,4,64
DUB-AL20,1136,144,6.5,8,7,8,8,7,772,4000,4,64
DUB-TL00,1136,144,6.5,8,7,8,8,7,772,4000,4,64
DUB-TL00a,1136,144,6.5,8,7,8,8,7,772,4000,4,64
DUK,1158,455,5.7,8,8,7,8,7,1371,4000,4,64
DUK-AL20,1158,455,5.7,8,8,7,8,7,1371,4000,4,64
DUK-TL30,1158,455,5.7,8,8,7,8,7,1371,4000,4,64
DVC-AN00,2199,2,6.5,9,9,10,8,8,182,4000,8,64
DVC-AN20,1999,23,6.5,9,9,9,9,8,159,4000,6,128
DVC-TN20,1999,23,6.5,9,9,9,9,8,159,4000,6,128
Dazen 6A,399,3,5.7,7,7,7,7,7,1125,3000,3,32
Desire 10,0,4,5.5,5,5,5,5,5,0,2700,3,32
Desire 20 Pro,2147,1,6.5,5,5,8,6,8,0,5000,6,128
Diamond,1600,26,3.2,0,0,0,0,0,4351,1100,0,0
Doov A55,539,0,5.85,0,0,0,0,0,913,2800,4,64
Doov D1,799,6,6.2,0,0,0,0,0,609,0,6,64
Doov V31C,0,0,,0,0,0,0,0,0,0,0,0
Doov a55,539,0,5.85,0,0,0,0,0,913,2800,4,64
Doov v11,199,2,5.0,5,3,6,6,4,1370,2000,1,8
Doov v31c,0,0,,0,0,0,0,0,0,0,0,0
Doov v33,469,1,5.5,0,0,0,0,0,699,2450,3,32
E100,515,3,,0,0,0,0,0,3866,1150,0,0
E109C,179,0,1.77,0,0,0,0,0,487,1000,0,0
E11,670,9,2.8,0,0,0,0,0,4017,910,0,0
E12,0,0,,0,0,0,0,0,3986,0,0,0
E132X,149,2,2.4,0,0,0,0,0,1704,0,0,0
E2,899,436,5.5,7,4,7,7,7,1339,3400,3,32
E207L,169,0,2.0,0,0,0,0,0,883,1600,0,0
E209,154,0,2.4,0,0,0,0,0,395,1000,0,0
E219,281,0,2.8,0,0,0,0,0,395,1800,0,0
E258C,238,0,2.4,0,0,0,0,0,487,1300,0,0
E266W,260,3,3.5,0,0,0,0,0,1674,2000,0,4
E288S,349,0,2.4,0,0,0,0,0,487,3000,0,4
E30,1500,0,3.2,0,0,0,0,0,4351,1100,0,0
E311,229,0,2.4,0,0,0,0,0,1398,1530,0,0
E525,349,0,2.31,0,0,0,0,0,365,1700,0,4
E571,338,0,2.8,0,0,0,0,0,1429,3160,0,0
E601,0,0,,0,0,0,0,0,2160,0,0,4
E601M,0,0,,0,0,0,0,0,0,0,0,0
E6653,2799,138,5.2,5,7,6,8,7,1887,2900,3,32
E6683,2799,138,5.2,5,7,6,8,7,1887,2900,3,32
E6883,3299,126,5.5,6,6,6,8,9,1887,3430,3,32
E71,0,0,5.5,0,0,0,0,0,1429,0,0,0
E9 pro,1999,0,8.0,0,0,0,0,0,730,5050,3,32
E910,1290,14,,6,6,6,6,4,3621,0,0,0
EBEN 63009,3980,0,5.5,0,0,0,0,0,699,3300,6,64
EBG-AN00,4399,15,6.57,9,10,8,9,9,223,4000,8,256
EBG-AN10,4099,15,6.57,9,10,8,9,9,223,4000,8,128
EBG-TN00,4099,15,6.57,9,10,8,9,9,223,4000,8,128
EDI-AL10,1999,125,6.95,9,9,9,9,8,883,5000,8,128
EDI-DL00,1999,125,6.95,9,9,9,9,8,883,5000,8,128
EDISON,1510,158,4.3,4,8,5,8,8,3348,1735,1,0
ELE-AL00,3188,254,6.1,9,10,8,9,9,609,3650,8,64
ELE-TL00,3188,254,6.1,9,10,8,9,9,609,3650,8,64
ELS-AN00,5988,19,6.58,8,9,8,10,10,236,4200,8,128
ELS-AN10,5988,19,6.58,8,9,8,10,10,236,4200,8,128
ELS-TN00,5988,19,6.58,8,9,8,10,10,236,4200,8,128
ELS-TN10,5988,19,6.58,8,9,8,10,10,236,4200,8,128
EML-AL00,2588,167,5.8,8,8,8,9,9,963,3400,6,64
EML-TL00,2588,167,5.8,8,8,8,9,9,963,3400,6,64
ET 600,1400,4,,0,0,0,0,0,4992,0,0,0
ETON3.0,999,5,5.5,6,6,8,7,6,2160,4000,1,16
ETON4.0,1699,15,4.3,6,5,6,5,5,3104,2000,0,4
EUL-W19,6999,19,6.76,9,9,8,9,8,31,4400,8,256
EUL-W19P,6999,19,6.76,9,9,8,9,8,31,4400,8,256
